"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"U2";"DIP-14_W7.62mm_Socket_LongPads";1;"74LS139";;;
2;"J2";"PinSocket_1x05_P2.54mm_Vertical";1;"Conn_01x10";;;
3;"J7,J9,J5,J6,J8,J3,J4";"PinSocket_1x10_P2.54mm_Vertical";7;"Conn_01x10";;;
4;"J1";"PinSocket_1x05_P2.54mm_Vertical";1;"Conn_01x05";;;
5;"U3,U7,U5,U8,U4,U6";"DIP-20_W7.62mm_Socket_LongPads";6;"74LS245";;;
6;"U1";"DIP-14_W7.62mm_Socket_LongPads";1;"74LS08";;;
